Instruction,Response
Complete the following sentence,"You may control people physically by force, but you won’t change their hearts and minds—that requires trust and friendship."
Complete the following sentence,By learning to be more warm-hearted we can create a more compassionate world.
Complete the following sentence,"When I heard scientists say they had evidence that basic human nature is compassionate, I thought, 'There’s real hope.'"
Complete the following sentence,"Inner beauty, warm-heartedness and compassion, is what brings about peace of mind."
Complete the following sentence,Fear and suspicion won’t help us live together. We have to cultivate warm-heartedness.
Complete the following sentence,"If we were really to see one another as brothers and sisters, there would be no basis for division, cheating and exploitation among us."
Complete the following sentence,"We all want to live a happy life, so we have to learn to live together in trust and mutual respect."
Complete the following sentence,If you have a warm heart and you care for others you'll be happy and the community in which you live will be happier too.
Complete the following sentence,"Education today needs not only to develop our intelligence, but also to support basic human values of warm-heartedness and compassion."
Complete the following sentence,"There is no fortitude like patience, just as there is no destructive emotion worse than hatred. Therefore, practice patience and tolerance."
Complete the following sentence,"Since loving kindness is the basis of a happy life, It’s my number one commitment to promote awareness of the importance of warm-heartedness"
Complete the following sentence,We experience happiness on a sensory level that is relatively short-lived. But lasting happiness is related to our state of mind.
Complete the following sentence,On a mental level kindness and compassion give rise to lasting joy. They reduce fear.
Complete the following sentence,A more peaceful world and a more peaceful century require that we rely not on weapons but on developing a widespread inner peace.
Complete the following sentence,"We are all social animals and compassion, care and concern for others bring us together."
Complete the following sentence,Having a calm and compassionate mind enables us to use our natural intelligence more effectively.
Complete the following sentence,"Protecting our environment is not a luxury we can choose to enjoy, but a simple matter of survival."
